题型,题目,选项,答案,解析
单选题,[2020年][河南中安]某化工企业污水处理厂的管井内存在有毒、易燃易爆气体、缺氧、潮湿等危险有害因素容易发生中毒窒息和火灾爆炸等事故，因此管井内清污应按照特殊作业进行管理。关于管井清污作业现场管理要求的说法，错误的是（ ）。,A.作业许可由污水处理厂负责办理|B.受限空间作业前需要进行通风和气体检测|C.管井清污作业要持续进行气体监测|D.进入潮湿管井作业时照明电压应小于36V,D,本题主要考查的是受限空间作业管理，属于高频考点。做题思路：掌握受限空间的作业许可管理和作业安全措施，细节处多多要留心。由于本题中企业为化工企业，故其实质考查的是《危险化学品企业特殊作业安全规范》（GB 30871）。A正确，受限空间作业在作业前，作业单位应办理作业审批手续，可由污水处理厂办理；B正确，应保持受限空间空气通风良好（可采取自然通风，必要时应采用机械通风），并对受限空间内的气体浓度进行严格监测；C正确，管井清污属于可能释放有害物质的受限空间，应当连续监测；D错误，受限空间照明电压应小于或等于36V，在潮湿容器，狭小容器内作业电压应小于或等于12V。故选D。
单选题,[2020年][河南中安]某省为召开安全生产工作会议，编制了年度工作报告，报告中涉及了对上一年度事故的统计、分析，分管领导在审阅报告后，强调报告要通过形象、直观的统计图表揭示本省事故多发频发的区域，该报告适用的统计图表是（ ）。,A.统计地图|B.条形图|C.散点图|D.对数线图,A,本题主要考查的是统计图的类型及其应用，属于高频考点。做题思路：掌握常用的事故统计方法，根据特点进行区分。统计图中的统计地图适用于描述某种现象的地域分布，在本题中“领导在审阅报告后，强调报告要通过形象、直观的统计图表揭示本省事故多发频发的区域”因此，该报告使用的统计图表应为统计地图。故选A。
单选题,[2020年][河南中安]【根据新规改编】某磷矿企业2019年从地下矿开采磷矿石1万吨，从露天矿开采磷矿石2万吨。根据《企业安全生产费用提取和使用管理办法》，关于2019年该企业安全生产费用提取和使用的说法，正确的是（ ）。,A.费用提取14万元，由企业自己提取，自己使用|B.费用提取8万元，由财政部门提取，下拨使用|C.费用提取8万元，由负责安全生产监督管理的部门提取，下拨使用|D.费用提取14万元，由财政部门提取，下拨使用,A,本题主要考查的是安全生产费用的提取，属于高频考点。做题思路：先区分不同行业，记住各行业对应的提取依据和提取比例或额度，再来确定安全生产费用的提取标准。安全生产费用是指企业按照规定标准提取在成本中列支，专门用于完善和改进企业或者项目安全生产条件的资金。安全费用按照“企业提取、政府监管、确保需要、规范使用”的原则进行管理。对于非金属矿山，其安全生产费用的提取标准为：露天矿山每吨3元，地下矿山每吨8元；故该企业安全生产费用1×8＋2×3＝14万元，由企业自己提取，自己使用。故选A。
单选题,[2020年][河南中安]某化工企业进行现场吊装作业，汽车吊试吊后，将一台40t储罐从停止送电的6kV输电线路上方吊至厂房3层平台上安装。在现场安全员的指挥下吊车司机将储罐吊起，越过高压线路时，吊车突然倾翻，储罐坠落砸断输电线。根据《危险化学品企业特殊作业安全规范》（G,B.30871），本次吊装作业违反安全管理要求的是（ ）。|A.本次吊装作业按照二级进行管理|B.现场安全员指挥吊装|C.吊装作业时6kV输电线路停止送电|D.起吊前对储罐进行试吊,B,本题主要考查的是吊装作业安全管理，属于高频考点。做题思路：判断吊装作业等级，掌握吊装作业安全管理要求。A正确，二级吊装作业：40t≤m≤100t；本次作业吊物重40t，因此应为二级吊装作业；B错误，指挥人员应佩戴明显的标志，并按规定的联络信号进行指挥，不能由安全员进行指挥；C正确，不应靠近输电线路进行吊装作业。确需在输电线路附近作业时，起重机械的安全距离应大于起重机械的倒塌半径并符合要求；不能满足时，应停电后再进行作业；D正确，起吊前应进行试吊，试吊中检查全部机具、地锚受力情况，发现问题应将吊物放回地面，排除故障后重新试吊，确认正常后方可正式吊装。故选B。
单选题,[2020年][河南中安]根据国家相关要求，应对叉车有关项目进行强制性检查。除检查叉车日常运行记录、叉车人员取证等项目外，还应强制性检查的项目（ ）。,A.叉车年度检测报告|B.叉车维修租赁使用记录日|C.叉车人员培训学时数|D.叉车司机工伤保险缴纳记录,A,本题主要考查的是叉车使用的有关规定。依据《场（厂）内专用机动车辆安全技术监察规程》使用单位应当遵守《特种设备使用管理规则》的规定，同时还应当符合以下要求：（6）检验有效期届满的1个月以前，向特种设备检验机构提出定期检验申请，接受检验，并且做好定期检验相关的配合工作：（9）场车驾驶人员取得相应的《特种设备作业人员证》，持证上岗；（10）按照本规程要求，进行场车的日常维护保养、自行检查和全面检查。即叉车日常运行记录、叉车人员取证、叉车年度检测报告。故选A。
单选题,[2020年][河南中安]某集团公司为加强安全生产管理，在基层全面推进双重预防机制建设工作，公司下属工厂从总平面布置、道路运输、生产车间、安全管理组织等方面进行了危险源辨识。根据《生产过程危险和有害因素分类与代码》（GB/T 13861），关于工厂危险有害因素分类的说法，正确的是（ ）。,A.车间劳动组织不合理属于管理因素|B.车间疏散通道、安全出口设计缺陷属于室内作业场所环境不良|C.夏季温度高，员工室外作业容易中暑，属于综合性作业场所环境不良|D.运输车辆集中时段进出工厂，导致交通不畅属于室外作业场所环境不良,B,本题主要考查的是《生产过程危险和有害因素分类与代码》（GB/T 13861）中危险和有害因素的辨识，属于高频考点。做题思路：掌握并区分人的因素、物的因素、环境因素和管理因素。A错误，车间劳动组织不合理不属于管理因素，在《生产过程危险和有害因素分类与代码》（GB/T 13861）并不能准确的找到劳动组织属于那种分类，劳动组织不合理属于劳动过程中的危险有害因素；C错误，夏季温度高，员工室外作业容易中暑，属于室外作业场地环境不良中的作业场地温度、湿度、气压不适；D错误，运输车辆集中时段进出工厂，导致交通不畅属于人的因素中的指挥失误。故选B。
单选题,[2020年][河南中安]某煤矿针对规范“应急管理”体系要素内容相关工作展开了讨论，根据《企业安全生产标准化基本规范》（GB/T 33000），关于“应急管理”体系要素内容归属的说法，正确的是（ ）。,A.与邻近的专业应急救援队伍签订应急救援服务协议属于“应急准备”要素的内容|B.每年开展一次应急准备的评估属于“应急准备”要素的内容|C.工业广场防汛应急演练时协同周边企业开展救援属于“应急处置”要素的内容|D.井下触电事故救援结束后开展应急处置评估属于“应急处置”要素的内容,A,本题主要考查的是安全生产标准化的要素管理，属于高频考点。做题思路：掌握安全生产标准化，在理解的基础上对应一级要素和二级要素的具体内容进行区分记忆。B错误，每年开展一次应急准备的评估属于“应急评估”要素的内容；C错误，工业广场防汛应急演练时协同周边企业开展救援属于应急演练，即属于“应急准备”要素的内容；D错误，井下触电事故救援结束后开展应急处置评估属于“应急评估”要素的内容。故选A。
单选题,[2020年][河南中安]某安全评价机构员工甲、乙、丙、丁对该市化工园区内的生产线、罐区及存储库进行安全评价，四人对单元划分的原则，提出了不同看法，根据《危险化学品重大危险源辨识》（G,B.18218），四人关于单元划分原则的看法中，错误的是（ ）。|A.乙认为生产装置及设施之间应以切断阀为分割界限划分单元|B.甲认为丙酮生产厂区应独立划分为一个单元|C.丙认为丙酮储存单元应以罐区防火堤为界划分单元|D.丁认为丙酮存储库相对独立，应划分为一个单元,B,本题主要考查的是重大危险源的评价单元划分，属于高频考点。做题思路：掌握重大危险源的评价单元划分规则，后根据关键词判断正误。依据《危险化学品重大危险源辨识》（GB 18218）生产单元是指危险化学品的生产、加工及使用等的装置及设施，当装置及设施之间有切断阀时，以切断阀作为分隔界限划分为独立的单元。储存单元是指用于储存危险化学品的储罐或仓库组成的相对独立的区域，储罐区以罐区防火堤为界限划分为独立的单元，仓库以独立库房（独立建筑物）为界限划分为独立的单元。B错误，综上生产区应当以切断阀作为分隔界限划分为独立的单元。故选B。
单选题,[2020年][河南中安]甲公司实施一项大型技改项目拟将与该项目配套的办公楼、工艺楼建设项目等发包给乙公司。按照相关要求，甲公司安全管理部门对乙公司进行了安全资质审查。下列乙公司提供的安全资质审查资料中，符合要求的是（ ）。,A.法定代表人证明书、安全生产许可证、主要负责人安全生产考核合格证书、近两年的安全业绩|B.法定代表人证明书、安全生产许可证、安全管理体系程序文件及有效评审报告、近两年的安全业绩|C.特种作业证书、安全生产许可证、主要负责人安全生产考核合格证书、近两年的安全业绩|D.安全生产许可证、主要负责人安全资格证书、安全管理体系有效评审报告、近两年的安全业绩,D,本题主要考查的是承包商的安全资质审查，属于高频考点。做题思路：掌握承包商资质审查应提供的资料，理解的基础上区分业务资质审查和安全资质审查。安全资质审查应提供的资料包括：（1）承包商安全资质审查表；（2）安全资质证书，如安全生产许可证、职业安全健康管理体系认证证书等；（3）主要负责人、项目负责人、安全生产管理人员经政府有关部门安全生产考核合格名单及证书；（4）企业近两年的安全业绩，包括施工经历、重大安全事故情况档案、事故发生率及原始记录、安全隐患治理情况档案等；（5）安全管理体系程序文件及有效评审报告。ABC不符合，D符合。AB选项中不包括法定代表人证明书，C选项中不包括特种作业证书。故选D。
单选题,[2020年][河南中安]某机械企业在开展安全生产专项隐患排查活动后，总经理安排生产技术部牵头对发现的重大事故隐患制定治理方案。在方案评审过程中，总经理听取了“治理的目标和任务”“采取的方法和措施”，“经费和物资的落实”，“负责治理的机构和人员”，“治理的时限和要求”五部分内容的汇报后，对方案的五部分完整性提出了质疑。上述方案缺少的重要内容是（ ）。,A.安全措施和应急预案|B.检测检验和验收要求|C.备案的程序和时限规定|D.第三方评审及报告,A,本题主要考查的是重大事故隐患的治理方案内容，属于高频考点。做题思路：首先明确事故最终要达到的状态和方向，其次针对隐患原因确定方法，再次计算所需资金和物资和谁来治理，最后规定治理的起止时间和要求。重大事故隐患治理方案应当包括以下内容：治理的目标和任务，采取的方法和措施，经费和物资的落实，负责治理的机构和人员，治理的时限和要求，安全措施和应急预案。根据题干，该企业制定的方案中缺少“安全措施和应急预案”。故选A。
单选题,[2020年][河南中安]某火力发电企业安全管理人员每天进行一次现场巡回检查，其行走路线依次为控制室省煤器灰斗一脱硝灰斗一电除尘器一输灰管道—氨水罐区。关于该安全管理人员在巡回检查过程中配备劳动防护用品的说法，错误的是（ ）。,A.应为安全管理人员配备安全帽、耳塞等防护用品|B.应为其进入氨水罐区巡检配备随身携带的正压式呼吸器|C.选用的防护用品应考虑作业地点的有害因素|D.应根据安全管理人员个人特点和需求选择适合型号、式样,B,本题主要考查的是劳动防护用品的配备，属于考试的高频考点。做题思路：掌握不同环境下需要配备的劳动防护用品。在本题中其行走的路线中出现的危险和有害因素包括物体打击、噪声、粉尘、有毒有害气体等。A正确，为管理人员配备安全帽、耳塞等防护用品是合理的；B错误，正常情况下，氨水罐区氨气浓度低（符合职业接触限值），只需配备便携式氨气检测报警仪（实时监测浓度）和过滤式防毒面具（带氨滤毒盒）（应对少量泄漏），无需随身携带正压式呼吸器（过度防护且无必要） ，且正压式呼吸器器材体积大，携带不便应当放置于现场；C正确，用人单位应当根据劳动者工作场所中存在的危险、有害因素种类及危害程度、劳动环境条件等制定劳动防护用品配备标准，因此选用的防护用品应考虑作业地点的有害因素；D正确，劳动防护用品的选择还应当考虑其佩戴的合适性和基本舒适型，根据个人特点和需求选择适合型号、式样。因此应根据安全管理人员个人特点和需求选择适合型号、式样。故选B。
单选题,[2020年][河南中安]某安全评价机构对某石化企业开展危险化学品重大危险源评价工作，评价人员在进行重大危险源评价单元划分时产生了分歧，根据《危险化学品重大危险源辨识》（G,B.18218），以下设备、设施、场所不能划分为同一危险化学品重大危险源评价单元的是（ ）。|A.危险化学品独立库房|B.一个防火堤内的汽油储罐|C.生产区的常减压装置|D.生产区的所有地面管道,D,本题主要考查的是重大危险源单元的划分，属于高频考点。做题思路：掌握重大危险源的评价单元划分规则，后根据关键词判断正误。依据《危险化学品重大危险源辨识》（GB 18218），生产单元：危险化学品的生产、加工及使用等的装置及设施，当装置及设施之间有切断阀时，以切断阀作为分隔界限划分为独立的单元。储存单元：用于储存危险化学品的储罐或仓库组成的相对独立的区域，储罐区以罐区防火堤为界限划分为独立的单元，仓库以独立库房（独立建筑物）为界限划分为独立的单元。A正确，仓库以独立库房（独立建筑物）为界限划分为独立的单元，因此可以作为一个单元；B正确，储罐区以罐区防火堤为界限划分为独立的单元，故一个防火堤内的汽油储罐可以划分为一个单元；C正确，生产区的常减压装置为一个设施，没有切断阀，故可以划分为一个单元；D错误，散设地上的管道不作为独立的单元处理，但配管桥区例外。生产区的所有地面管道既有存储单元的，也有生产单元的，中间切断阀的数量也未明确，因此不能作为一个单元。故选D。
单选题,[2020年][河南中安]某企业计划建设年产1万吨乙醇的项目。在该项目安全设施设计审查阶段，企业应当按相关规定向负责安全生产监督管理的部门备案并提交有关文件。下列文件资料中，应向负责安全生产监督管理的部门提交的是（ ）。,A.重大危险源监控系统设计资料|B.安全预评价报告及相关文件资料|C.施工单位的施工资质证明文件|D.从业人员安全教育培训记录及资格证书,B,本题主要考查的是建设项目安全设施设计审查，属于高频考点。做题思路：本题属于记忆内容，该知识点通常还会考查需要进行审查的企业类型、审查的流程等内容。对于非煤矿山建设项目，生产储存危险化学品（包括使用长输管道输送危险化学品）建设项目，以及生产、储存烟花爆竹的建设项目，金属冶炼建设项目，建设项目安全设施设计完成后，生产经营单位应当向安全生产监督管理部门提出审查申请，并提交下列文件资料：①建设项目审批、核准或者备案的文件。②建设项目安全设施设计审查申请。③设计单位的设计资质证明文件。④建设项目安全设施设计。⑤建设项目安全预评价报告及相关文件资料。⑥法律、行政法规、规章规定的其他文件资料。故本题中，应当向负责安全生产监督管理的部门提交的是安全预评价报告及相关文件资料。故选B。
单选题,[2020年][河南中安]某酿酒厂成立了以厂长为组长，生产副厂长、安全科、生产科和销售科等相关人员组成的安全生产事故应急预案编制小组。半年后，应急预案编制完成，厂长召集内部相关部门对预案进行了评审，之后该厂又聘请行业专家进行了外部评审。一个月后组织全厂员工进行应急演练，并聘请外部专家进行评估。演练结束后，外部专家对演练进行了点评，并在2天后递交了书面评估报告。关于应急预案演练改进的说法，正确的是（ ）。,A.由原应急预案编制小组根据演练评估报告意见修订和完善应急预案，并进行内外部评审|B.由本次评估的外部专家为修订小组组长，根据评估报告提出的意见修订和完善应急预案|C.重新成立编制小组，根据评估报告意见，重新编制应急预案，重新组织应急演练|D.由原应急预案编制小组根据演练评估报告意见修订和完善应急预案，重新组织应急演练,A,本题主要考查的是应急演练的持续改进，属于高频考点。做题思路：应急演练的持续改进包含应急预案修订完善和应急管理工作改进，理解的基础上做题。演练结束后，根据演练评估报告中对应急预案的改进建议，由应急预案编制部门按程序对预案进行修订完善。在本题中应急预案的编制部门为以厂长为组长，生产副厂长、安全科、生产科和销售科等相关人员组成的安全生产事故应急预案编制小组，故应当由该小组根据演练评估报告意见修订和完善应急预案。故选A。
单选题,[2020年][河南中安]甲公司是一家五星级酒店，为解决蒸汽不足的问题，从乙公司购进一台蒸发量为4t/h的燃气锅炉。根据《特种设备安全监察条例》，关于该锅炉安全管理要求的说法，正确的是（ ）。,A.锅炉需进行水质处理，并接受特种设备检验机构的定期检验|B.锅炉投入使用前60日内，向省级特种设备安全监督管理部门登记|C.锅炉有效期届满后30日内，向检验机构提出定期检验要求|D.锅炉出现故障时，乙公司全面检查及处理后，方可重新投入使用,A,本题主要考查的是《特种设备安全监察条例》，属于高频考点。做题思路：特种设备相关的时间要求在记忆的时候注意关键词和细节。A正确，锅炉使用单位应当按照安全技术规范的要求进行锅炉水（介）质处理，并接受特种设备检验检测机构实施的水（介）质处理定期检验；B错误，特种设备在投入使用前或者投入使用后30日内，特种设备使用单位应当向直辖市或者设区的市的特种设备安全监督管理部门登记。其登记的部门应当是直辖市或者设区的市的特种设备安全监督管理部门而不是省级特种设备安全监督管理部门；C错误，特种设备使用单位应当按照安全技术规范的定期检验要求，在安全检验合格有效期届满前1个月向特种设备检验检测机构提出定期检验要求。而不是有效期届满后30日内；D错误，特种设备出现故障或者发生异常情况，使用单位应当对其进行全面检查，消除事故隐患后，方可重新投入使用。选项中缺少消除事故隐患后。故选A。
单选题,[2020年][河南中安]2019年12月10日，某热力公司供热锅炉发生故障。故障抢修过程中，发现锅炉房桥式起重机主钩抱闸故障，存在溜钩现象。由于起重设备厂家人员不能及时到场，工作负责人急于恢复供热，安排检修工甲站在桥式起重机主钩抱闸处，采用扳手配合制动。起吊过程中，抱闸闸箱突然破裂，一碎片击中甲的头部，经送医院抢救无效死亡。根据《企业职工伤亡事故分类》（G,B.6441），该事故的类别为（ ）。|A.物体打击事故|B.起重伤害事故|C.其他伤害事故|D.机械伤害事故,B,本题主要考查的是《企业职工伤亡事故分类》（GB 6441），属于高频考点。做题思路：掌握企业职工伤亡事故分类，在理解的基础上对各种伤害事故的具体内容进行区分记忆。起重伤害是指各种起重作业（包括起重机安装、检修、试验）中发生的挤压、坠落（吊具、吊重）、物体打击等。在本题中是起吊过程中，抱闸闸箱突然破裂，一碎片击中甲的头部，经送医院抢救无效死亡，也就是说是在起吊过程中发生的物体打击，故应当是本起事故的分类应当是起重伤害。故选B。
单选题,[2020年][河南中安]某企业为规范作业现场安全管理，推行了“5S”管理。实施半年后，员工的安全意识普遍提高，现场状况明显改善。关于“5S”作业现场管理的说法，正确的是（ ）。,A.“5S”整顿就是归类为“要”或“不要”|B.定置定位就是固定作业现场的工具及设备不得移动|C.“5S”素养就是提高安全管理水平|D.“5S”管理就是整理、整顿、清扫、清洁、素养,D,本题主要考查的是“5S”安全管理法，属于高频考点。做题思路：掌握“5S”安全管理法，后根据关键词判断正误。通常还可能考查“PDCA”、“目视化管理”等内容。A错误，5S的整顿是明确整理后需要物品的摆放区域和形式，即定置定位，而不是归类；B错误，定置定位是明确整理后需要物品的摆放区域形式，而不是工具设备不得移动；C错误，5S的素养是提高人的素质，养成严格执行各种规章制度、工作程序和各项作业标准的良好习惯和作风，而不单单是提高管理水平；D正确，“5S”管理就是整理、整顿、清扫、清洁、素养。故选D。
单选题,[2020年][河南中安]某公司是一家白酒生产企业，已取得了安全生产许可证。县应急管理局执法人员在危险化学品专项治理检查过程中，发现该公司白酒储存、勾兑场所未规范设置乙醇浓度检测报警装置，遂下达了暂停生产整改指令书，并报请县人民政府对该重大事故隐患实行挂牌督办。该公司经过整改，向县应急管理局提交了恢复生产的申请报告。关于对该公司重大事故隐患处理的做法，正确的是（ ）。,A.未安装乙醇浓度检测报警装置前，执法人员可暂扣公司的安全生产许可证|B.县应急管理局收到恢复生产申请报告后，应于10日内进行现场审查|C.县应急管理局对乙醇浓度检测报警装置现场审查合格后，报请县人民政府批准|D.经第三方安全评价机构评审合格后，即可恢复生产,B,本题主要考查的是挂牌督办的重大隐患处理的程序，属于高频考点。做题思路：掌握挂牌督办的过程，明确整改责任单位、整改要求、整改时限、整改环节以及验收阶段的相关要求。A错误，已经取得安全生产许可证的生产经营单位，在其被挂牌督办的重大事故隐患治理结束前，安全监管监察部门应当加强监督检查。必要时，可以提请原许可证颁发机关依法暂扣其安全生产许可证。注意是提请原发证机关暂扣而不是执法人员暂扣；B正确，对挂牌督办并采取全部或者局部停产停业治理的重大事故隐患，安全监管监察部门收到生产经营单位恢复生产的申请报告后，应当在10日内进行现场审查。因此县应急管理局收到恢复生产申请报告后，应于10日内进行现场审查；C错误，挂牌督办的重大事故隐患审查合格的，对事故隐患进行核销，同意恢复生产经营。无需报县人民政府批准；D错误，挂牌督办的重大隐患治理工作结束后，应当进行评估，符合安全生产条件的向安全生产监管监察部门和有关部门提出恢复生产的书面申请，经审查同意后方可恢复生产。而不是经第三方安全评价机构评审合格后，即可恢复生产。故选B。
单选题,[2020年][河南中安]某石化公司组织了催化裂化装置管线泄漏的现场演练，演练完成后，进行了评估与总结。下列工作内容中，不属于评估与总结阶段的是（ ）。,A.在演练现场，评估人员或评估组负责人对演练效果及发现的问题进行口头点评|B.应急演练结束后，组织应急演练的部门根据问题和建议进行改进|C.演练组织单位根据演练情况对演练进行全面总结|D.应急演练结束后，将应急演练文字资料等归档,B,本题主要考查的是应急演练的评估与总结，属于高频考点。做题思路：理解的基础上区分应急演练的各个步骤。ACD属于，B不属于，ACD分别属于现场点评、演练总结和资料归档三个方面；B选项属于应急演练的持续改进阶段，不属于评估与总结阶段。故选B。
单选题,[2020年][河南中安]某机械加工企业根据生产过程中危险有害因素特点，为员工购买了防尘面具、焊接护目镜、防静电手套和防静电鞋等劳动防护用品。关于劳动防护用品按防护部位分类的说法，正确的是（ ）。,A.防尘面具属于眼面部防护用品|B.耳罩属于听觉器官防护用品|C.焊接防护面罩属于头部防护用品|D.防静电手套属于躯干防护用品,B,本题主要考查的是劳动防护用品的分类、劳动防护用品的相关知识点，属于高频考点。做题思路：根据防护用品所防护的人体部位（如头部、眼部、手部、足部等）来对给出的劳动防护用品进行分类。A错误，防尘面具属于呼吸器官防护用品；B正确，耳罩属于听觉器官防护用品；C错误，焊接防护面罩属于眼面部防护用品；D错误，防静电手套属于手部防护用品。故选B。
单选题,[2020年][河南中安]某肉制品加工企业为了有效提升本企业安全管理水平，遏制涉氨制冷企业重特大事故的发生，特邀请第三方进行现场隐患排查。现场发现：①使用铍铜合金助力扳手；②压缩机房采用防爆排风机；③氨浓度检测仪安装在液氨储罐上方；④事故风机启停按钮安装在压缩机房内等情况。其中，属于事故隐患的是（ ）。,A.①|B.②|C.④|D.③,C,本题主要考查的是隐患排查治理。做题思路：事故隐患辨识需从人、机、料、法、环等各个方面排查可能导致事故的潜在问题，需要紧扣标准规范、全面细致分析相关要素。①氨属于易燃易爆气体，在易燃易爆场所不得使用铁制工具，铍铜合金不易产生火花，因此在该场所可以使用铍铜合金助力扳手。故①不属于事故隐患。②依据《冷库设计规范》（GB 50072-2010），9.0.2制冷机房的通风设计应符合下列要求：3.氨制冷机房应设置事故排风装置，氨制冷机房的事故排风机必须选用防爆型，排风口应位于侧墙高处或屋顶。故②不属于事故隐患。③依据《冷库设计规范》（GB 50072-2010），7.2.1氨制冷机房应设置氨气体浓度报警装置，氨气浓度传感器应安装在氨制冷机组及贮氨容器上方的机房顶板上。故氨浓度检测仪安装在液氨储罐上方不属于事故隐患。④依据《冷库设计规范》（GB 50072-2010），7.2.2氨制冷机房应设事故排风机，在控制室排风机控制柜上和制冷机房门外墙上应安装人工启停控制按钮。不能安装在压缩机房内，故事故风机启停钮安装在压缩机房内属于事故隐患。综上在本题中属于事故隐患的是第④项（注意选项与序号的顺序）。故选C。
单选题,"[2020年][河南中安]一、单选题
68
标记
收藏
某氨肥生产企业编制了安全技术措施计划，其中为现场接触尘毒作业人员设置淋浴室和更衣室属于安全技术措施计划中的（ ）。",A.辅助措施|B.安全技术措施|C.卫生技术措施|D.安全宣传教育措施,A,本题主要考查的是安全技术措施计划的项目范围，属于高频考点。做题思路：掌握安全技术措施的类型，后在理解的基础上根据关键词进行判断。A属于，安全技术措施计划中的辅助措施指保证工业卫生方面所必需的房屋及一切卫生性保障措施，如尘毒作业人员的淋浴室、更衣室或存衣箱、消毒室、妇女卫生室、急救室等。因此本题中为现场接触尘毒作业人员设置淋浴室和更衣室属于辅助措施。故选A。
单选题,[2020年][河南中安]某家具生产厂下料车间有大量锯末、刨花等易燃物，打磨车间有木屑粉尘，油漆车间有硝基漆。该工厂编制了针对火灾、爆炸和中毒等事故的应急预案。某日，该厂组织人员在下料车间进行演练，演练场景为：针对刨花清理不及时、辅助电动工具短路打火引起的火灾进行现场处置。根据上述场景，下列应急处置措施中，正确的是（ ）。,A.断开低压断路器、切断电源|B.用泡沫灭火器及时扑灭刨花火苗|C.用水枪灭火，安全距离不应小于2m|D.用灭火毯直接扑灭刨花火苗,A,本题考查的是电气火灾事故的应急措施。做题思路：有电气火灾风险（辅助电动工具短路打火）的火灾场景下，正确的应急处置措施。B错误，泡沫灭火剂不宜用于电气灭火；C错误，用水灭火时，水枪喷嘴至带电体的距离电压10kV及以下者不应小于3m；D错误，二氧化碳灭火器、干粉灭火器可用于带电灭火，灭火毯不适用。故选A。
单选题,[2020年][河南中安]2019年5月17日，某企业输煤栈桥发生火灾事故。事故调查发现电焊工在未办理动火许可手续的情况下，违章施焊运行中的传送带，造成托架开裂，引发火灾。根据相关规定，该作业除办理动火作业许可外，还需办理的作业许可是（ ）。,A.临时用电作业许可|B.高处作业许可|C.特种作业许可|D.吊装作业许可,A,本题主要考查的是危险作业许可，属于高频考点。做题思路：在我们的学习中涉及作业许可的有两个规范，一个是《危险化学品企业特殊作业安全规范》（GB 30871），另外一个是《企业安全生产标准化基本规范》（GB/T 33000-2016），我们除在化工企业应用GB 30871外，其他行业一般用GB/T 33000-2016。依据《企业安全生产标准化基本规范》（GB/T 33000-2016），企业应对临近高压输电线路作业、危险场所动火作业、有（受）限空间作业、临时用电作业、爆破作业、封道作业等危险性较大的作业活动，实施作业许可管理。在本题中由于需要用焊机进行焊接，在栈桥处一般都是非固定的焊机需要采用临时性线路，故本题还需办理的是临时用电作业许可。故选A。在本题中有些争议，有些人认为还可能涉及到高处作业，之所以不选择高处作业的原因有两个。其一在GB/T 33000中并没有指明高处作业；其二，一般在输煤栈桥的两侧都配有固定的防护栏，因此本次作业并不属于严格意义上的高处作业。综上，本题选择临时用电作业许可是合理的。
多选题,[2020年][河南中安]某企业因产能扩大，在原危险化学品库房（独立建筑物）中间设置一道防火墙将原库房分成1#、2#危险化学品库房，并对消防设施、电气线路及照明、安全设施、安全出口进行了改造，满足合规性要求。1#库房存放乙醇250t（β1＝1，临界量500t）、乙炔5t（β2＝1.5，临界量1t），2#库房存放过乙酸25t（β3＝1.5，临界量10t）、发烟硝酸10t（β4＝1，临界量20t）。暴露人员校正系数α＝2。依据《危险化学品重大危险源辨识》（G,B.18218），对1#、2#危险化学品库房进行重大危险源辨识和评价，正确的有（ ）。|A.划分为2个评价单元|B.构成1个重大危险源，重大危险源级别是4级|C.划分为1个评价单元|D.构成1个重大危险源，重大危险源级别是3级 E 构成2个重大危险源，重大危险源级别是4级,CD,本题主要考查的是危险化学品重大危险源的辨识，属于高频考点。做题思路：掌握重大危险源的评价单元划分规则，后确定危险化学品的品种和数量，然后对照危险化学品重大危险源辨识标准，看其是否超过临界量，超过则可判定为重大危险源。 C正确，AE错误，因为只有一个评价单元，不可能构成2个重大危险源。在本题中我们首先要划分重大危险源的评价单元，本题中只涉及危险化学品仓库，根据《危险化学品重大危险源辨识》（GB 18218），仓库以独立库房（独立建筑物）为界限划分为独立的单元，因此无论其中间是否设置了防火墙都只能作为一个评价单元；D正确，B错误，计算该重大危险源的R值如下＝2×（250/500＋1.5×5/1＋1.5×25/10＋10/20）＝24.5，10≤R＜50，故该重大危险源构成3级重大危险源。故选CD。
多选题,[2020年][河南中安]某食品加工企业采取四条皮带并列布置的方式输送粮食，其中100m长的输送带处于20m高的栈桥内，为避免发生人员伤害事故，栈桥内张贴了相关安全标志。根据《安全标志及其使用导则》（G,B.2894），下列安全标志中，应张贴的安全标志有（ ）。|A.禁止烟火|B.当心机械伤人|C.当心落物|D.当心腐蚀 E 当心触电,AB,本题主要考查的是安全标志的使用，属于高频考点。做题思路：根据场所存在的危险类型，结合安全标志的含义，将正确的标志张贴在能起到有效提示、警示、指令作用的相应位置。A正确，该企业用皮带运送粮食容易发生火灾，故应当张贴禁止烟火；B正确，该企业采用皮带运输，存有机械伤人的危险，故应张贴当心机械伤人；C错误，该企业输送带位于20m高的栈桥内，应当在栈桥下贴当心落物的标志；D错误，该企业栈桥内不涉及具有腐蚀的物质和危险；E正确，皮带运输机开关柜及有关部位存有电击的危险，因此应当张贴当心触电。故选ABE。
