题型,题目,选项,答案,解析
单选题,[2020年][河南中安]根据《生产安全事故信息报告和处置办法》，下列事故中，属于较大涉险事故的是（    ）。,A.非煤矿山企业的矿井坍塌，导致1人被困井下、1人下落不明|B.纺织加工企业仓库突然发生火灾，紧急疏散员工及周边居民300人|C.设备安装公司的装卸平台倒塌，所幸8名现场工作人员都有惊无险|D.化工企业的运输车辆发生故障，泄漏的化学品流入农田造成严重污染,D,本题主要考查的是较大涉险事故包含内容。做题思路：本知识点首次考查，重点掌握。D属于，ABC不属于。根据《生产安全事故信息报告和处置办法》，第二十六条：本办法所称的较大涉险事故是指：（一）涉险10人以上的事故；（二）造成3人以上被困或者下落不明的事故；（三）紧急疏散人员500人以上的事故；（四）因生产安全事故对环境造成严重污染（人员密集场所、生活水源、农田、河流、水库、湖泊等）的事故；（五）危及重要场所和设施安全（电站、重要水利设施、危化品库、油气站和车站、码头、港口、机场及其他人员密集场所等）的事故；（六）其他较大涉险事故。故选D。
单选题,[2020年][河南中安]安全预评价是分析与预测性质的评价，其主要目的是预测发生事故的可能性及其严重程度，提出安全对策措施建议，作出安全评价结论。根据《建设项目安全设施“三同时”监督管理办法》，安全预评价应当在建设项目的（    ）阶段进行。,A.建议书编制|B.可行性研究|C.初步设计|D.开工建设,B,本题主要考查的是安全预评价，属于高频考点。B正确，根据《建设项目安全设施“三同时”监督管理办法》，第七条：下列建设项目在进行可行性研究时，生产经营单位应当按照国家规定，进行安全预评价：（一）非煤矿矿山建设项目；（二）生产、储存危险化学品（包括使用长输管道输送危险化学品，下同）的建设项目；（三）生产、储存烟花爆竹的建设项目；（四）金属冶炼建设项目；（五）使用危险化学品从事生产并且使用量达到规定数量的化工建设项目（属于危险化学品生产的除外，以下简称化工建设项目）；（六）法律、行政法规和国务院规定的其他建设项目。故选B。
单选题,[2020年][河南中安]建设项目安全设施“三同时”是安全生产基本制度，是预防事故隐患的重要措施。根据《建设项目安全设施“三同时”监督管理办法》，下列建设项目安全设施设计中，可以由生产经营单位组织审查的是（    ）。,A.使用危险化学品从事非危险物品生产的化工建设项目|B.金属矿山建设项目|C.烟花爆竹储存建设项目|D.金属冶炼建设项目,A,本题主要考查的是安全设施设计审查，属于高频考点。做题思路：重点掌握不同类型建设项目安全设施设计审查的单位。根据《建设项目安全设施“三同时”监督管理办法》，第七条：下列建设项目在进行可行性研究时，生产经营单位应当按照国家规定，进行安全预评价：（一）非煤矿矿山建设项目；（二）生产、储存危险化学品（包括使用长输管道输送危险化学品，下同）的建设项目；（三）生产、储存烟花爆竹的建设项目；（四）金属冶炼建设项目；（五）使用危险化学品从事生产并且使用量达到规定数量的化工建设项目（属于危险化学品生产的除外，以下简称化工建设项目）；（六）法律、行政法规和国务院规定的其他建设项目。BCD错误，错在“应当由安全生产监督管理部门审查”。第十二条：本办法第七条第（一）项、第（二）项、第（三）项、第（四）项规定的建设项目安全设施设计完成后，生产经营单位应当按照本办法第五条的规定向安全生产监督管理部门提出审查申请，并提交下列文件资料：（一）建设项目审批、核准或者备案的文件；（二）建设项目安全设施设计审查申请；（三）设计单位的设计资质证明文件；（四）建设项目安全设施设计；（五）建设项目安全预评价报告及相关文件资料；（六）法律、行政法规、规章规定的其他文件资料。安全生产监督管理部门收到申请后，对属于本部门职责范围内的，应当及时进行审查，并在收到申请后5个工作日内作出受理或者不予受理的决定，书面告知申请人；对不属于本部门职责范围内的，应当将有关文件资料转送有审查权的安全生产监督管理部门，并书面告知申请人。A正确，第十六条：本办法第七条第一项、第二项、第三项和第四项规定以外的建设项目安全设施设计，由生产经营单位组织审查，形成书面报告备查。故选A。
单选题,[2020年][河南中安]【改编】根据《建设工程消防设计审查验收管理暂行规定》，下列属于特殊建设工程的是（    ）。,A.总建筑面积25000㎡的体育场馆|B.总建筑面积12000㎡的民用机场航站楼|C.总建筑面积8000㎡的宾馆|D.总建筑面积9000㎡的商场,A,本题主要考查的是《建设工程消防设计审查验收管理暂行规定》适用范围，记忆类知识点。A正确，BCD错误，错在“数据”。第十四条：具有下列情形之一的建设工程是特殊建设工程：（一）总建筑面积大于二万平方米的体育场馆、会堂，公共展览馆、博物馆的展示厅；（二）总建筑面积大于一万五千平方米的民用机场航站楼、客运车站候车室、客运码头候船厅；（三）总建筑面积大于一万平方米的宾馆、饭店、商场、市场。故选A。
单选题,[2020年][河南中安]根据《安全生产事故隐患排查治理暂行规定》，由生产经营单位（    ）组织制定和实施重大事故隐患治理方案。,A.安全生产管理机构|B.安全生产管理机构负责人|C.主要负责人|D.车间、分厂、区队等负责人,C,本题主要考查的是事故隐患治理，属于高频考点。做题思路：本知识点需要掌握重大事故隐患和一般事故隐患治理要求。C正确，根据《安全生产事故隐患排查治理暂行规定》，第十五条：对于一般事故隐患，由生产经营单位（车间、分厂、区队等）负责人或者有关人员立即组织整改。对于重大事故隐患，由生产经营单位主要负责人组织制定并实施事故隐患治理方案。故选C。
单选题,[2020年][河南中安]根据《危险化学品输送管道安全管理规定》，管道单位发现的下列行为应当及时予以制止的是（    ）。,A.在距离危险化学品管道附属设施外缘一侧10米处进行挖掘施工|B.在距离危险化学品管道中心线一侧15米处修水渠|C.在距离危险化学品管道附属设施外缘一侧20米处修建水产养殖场|D.在距离危险化学品管道中心线一侧4米处种植芦苇,D,本题主要考查的是危险化学品管道的运行中的管理，属于高频考点。做题思路：本知识点需重点掌握危险化学品输送管道及附属设施两侧几米范围有哪些作业内容是禁止。ABC错误，错在“距离都在5米外”。根据《危险化学品输送管道安全管理规定》，第二十一条：在危险化学品管道及其附属设施外缘两侧各5米地域范围内，管道单位发现下列危害管道安全运行的行为的，应当及时予以制止，无法处置时应当向当地安全生产监督管理部门报告：（一）种植乔木、灌木、藤类、芦苇、竹子或者其他根系深达管道埋设部位可能损坏管道防腐层的深根植物；（二）取土、采石、用火、堆放重物、排放腐蚀性物质、使用机械工具进行挖掘施工、工程钻探；（三）挖塘、修渠、修晒场、修建水产养殖场、建温室、建家畜棚圈、建房以及修建其他建（构）筑物。故选D。
单选题,[2020年][河南中安]某企业在库区存放大量危险化学品，2017年1月经过评估后，构成三级重大危险源。根据《危险化学品重大危险源监督管理暂行规定》，关于该重大危险源辨识评估的说法，正确的是（    ）。,A.该企业进行重大危险源评估时，必须委托具有资质的评价机构进行安全评估|B.该企业应当最迟在2020年2月前，对重大危险源重新进行辨别、安全评估及分级|C.该企业应当最迟在2019年2月前，对重大危险源重新进行辨别、安全评估及分级|D.该库区危险化学品的储存量激增，重新评估后可能升级为四级重大危险源,B,本题主要考查的是重大危险源辨识评估，属于高频考点。做题思路：本题考查的重点为重大危险源的评估要求，需要进行重新辨识评估的几种情形。AD错误，A错在“必须委托”，D错在“可能升级为四级”，四级重大危险源是最低危险程度。第八条：危险化学品单位应当对重大危险源进行安全评估并确定重大危险源等级。危险化学品单位可以组织本单位的注册安全工程师、技术人员或者聘请有关专家进行安全评估，也可以委托具有相应资质的安全评价机构进行安全评估。依照法律、行政法规的规定，危险化学品单位需要进行安全评价的，重大危险源安全评估可以与本单位的安全评价一起进行，以安全评价报告代替安全评估报告，也可以单独进行重大危险源安全评估。重大危险源根据其危险程度，分为一级、二级、三级和四级，一级为最高级别；B正确，C错误，错在“2017年2月到2019年2月是两年”。第十一条：有下列情形之一的，危险化学品单位应当对重大危险源重新进行辨识、安全评估及分级：（一）重大危险源安全评估已满三年的；（二）构成重大危险源的装置、设施或者场所进行新建、改建、扩建的；（三）危险化学品种类、数量、生产、使用工艺或者储存方式及重要设备、设施等发生变化，影响重大危险源级别或者风险程度的；（四）外界生产安全环境因素发生变化，影响重大危险源级别和风险程度的；（五）发生危险化学品事故造成人员死亡，或者10人以上受伤，或者影响到公共安全的；（六）有关重大危险源辨识和安全评估的国家标准、行业标准发生变化的。故选B。
单选题,[2020年][河南中安]【改编】某乳制品生产企业4名员工进入有限空间沉淀池进行清淤作业，根据《工贸企业有限空间作业安全规定》，关于该企业清淤作业安全保障的做法，正确的是（    ）。,A.采用纯氧通风换气|B.检测氧含量为16%，佩戴过滤式呼吸器进入沉淀池作业|C.在开始作业前20分钟进行检测|D.先检测，再通风，后进入沉淀池作业,C,本题主要考查的是工贸行业对有限空间的相关规定，属于高频考点。A错误，错在“纯氧”。第十五条：在有限空间作业过程中，工贸企业应当采取通风措施，保持空气流通，禁止采用纯氧通风换气；B错误，错在“过滤式”，应采用隔离式呼吸器；D错误，错在“先检测，再通风”，应当严格遵守“先通风、再检测、后作业”的原则。第十二条：有限空间作业应当严格遵守“先通风、再检测、后作业”的原则。检测指标包括氧浓度、易燃易爆物质（可燃性气体、爆炸性粉尘）浓度、有毒有害气体浓度。检测应当符合相关国家标准或者行业标准的规定。未经通风和检测合格，任何人员不得进入有限空间作业。检测的时间不得早于作业开始前30min。故选C。
单选题,[2020年][河南中安]应急管理部门发现某企业高炉煤气上升存在重大事故隐患，责令停止生产，并对隐患治理实行挂牌督办。该企业治理后向该部门提出恢复生产的书面申请。根据《安全生产事故隐患排查治理暂行规定》，关于该部门对重大事故隐患治理监督检查的说法，正确的是（    ）。,A.经审查不合格的，对企业主要负责人罚款10万元|B.经审查发现该企业整改无望的，注销其安全生产许可证|C.收到申请报告后，在10日内进行现场审查|D.对拒不执行整改指令的，提请政府予以关闭,C,本题主要考查的是重大事故隐患治理监督检查，属于高频考点。A错误，错在“罚款10万元”。审查不合格的，依法责令改正或下达停产整改指令；B错误，错在“注销其安全生产许可证”。经审查发现该企业整改无望的，依法实施行政处罚；D错误，错在“提请政府予以关闭”。对拒不执行整改指令的，依法实施行政处罚。根据《安全生产事故隐患排查治理暂行规定》。第二十三条：对挂牌督办并采取全部或者局部停产停业治理的重大事故隐患，安全监管监察部门收到生产经营单位恢复生产的申请报告后，应当在10日内进行现场审查。审查合格的，对事故隐患进行核销，同意恢复生产经营；审查不合格的，依法责令改正或者下达停产整改指令。对整改无望或者生产经营单位拒不执行整改指令的，依法实施行政处罚；不具备安全生产条件的，依法提请县级以上人民政府按照国务院规定的权限予以关闭。故选C。
多选题,[2020年][河南中安]发生事故后，生产经营单位应该开展事故应急救援工作。根据《安全生产法》，关于企业应急管理的做法，正确的有（    ）。,A.某金属冶炼企业制定生产安全事故应急救援预案后，建立了应急救援组织，配备了专职应急救援人员|B.某危险化学品经营企业制定生产安全事故应急救援预案，多年未发生事故，未定期组织应急演练|C.某矿山企业因生产经营规模较小，未建立应急救援组织，但指定了若干名兼职的应急救援人员|D.某城市轨道交通运营企业独立制定生产安全事故应急救援预案，未与所在地政府生产安全事故应急救援预案相衔接 E 某建筑施工企业根据生产安全事故应急救援预案规定，配备了应急救援器材、设备和物资，并进行经常性维护、保养,AC,本题主要考查的是企业应急管理，属于高频考点。做题思路：重点掌握①应当建立应急救援组织的单位②应急救援预案③应急救援预案的管理。BD错误，B错在“未定期组织应急演练”，D错在“未与所在地政府生产安全事故应急救援预案相衔接”。第八十一条：生产经营单位应当制定本单位生产安全事故应急救援预案，与所在地县级以上地方人民政府组织制定的生产安全事故应急救援预案相衔接，并定期组织演练；ACE正确，第八十二条：危险物品的生产、经营、储存单位以及矿山、金属冶炼、城市轨道交通运营、建筑施工单位应当建立应急救援组织；生产经营规模较小的，可以不建立应急救援组织，但应当指定兼职的应急救援人员。危险物品的生产、经营、储存、运输单位以及矿山、金属冶炼、城市轨道交通运营、建筑施工单位应当配备必要的应急救援器材、设备和物资，并进行经常性维护、保养，保证正常运转。故选ACE。
多选题,[2020年][河南中安]依据《工伤保险条例》，确定工伤保险缴费档次和费率的依据有（    ）。,A.企业所有制性质|B.工伤发生率|C.工伤保险费的使用情况|D.不同行业不同工种的危险等级 E 不同行业的工伤风险程度,BC,本题主要考查的是工伤保险费缴纳依据。做题思路：2020年首次考查，重点进行了解。BCE正确，第八条：工伤保险费根据以支定收、收支平衡的原则，确定费率。国家根据不同行业的工伤风险程度确定行业的差别费率，并根据工伤保险费使用、工伤发生率等情况在每个行业内确定若干费率档次。行业差别费率及行业内费率档次由国务院社会保险行政部门制定，报国务院批准后公布施行。故选BCE。
多选题,[2020年][河南中安]某化工企业拟投资设立一条易制爆危险化学品的生产线。根据《危险化学品安全管理条例》，关于该企业易制爆危险化学品生产、储存安全的说法，正确的有（    ）。,A.易制爆危险化学品管道应设置明显标志，并定期检查、检测|B.发现易制爆危险化学品丢失的，应当立即向当地应急管理部门报告|C.应当设置治安保卫机构或配备专职治安保卫人员|D.易制爆危险化学品专用仓库应当设置相应的技术防范措施 E 应当如实记录易制爆危险化学品的数量和流向,AD,本题主要考查的是易制爆危化品生产、储存，属于高频考点。做题思路：此类题目多考查法条原文中细节内容，故本知识点学习需要记忆准确。E正确，BC错误，B错在“向应急管理部门报告”，C错在“或”。第二十三条：生产、储存剧毒化学品或者国务院公安部门规定的可用于制造爆炸物品的危险化学品（以下简称易制爆危险化学品）的单位，应当如实记录其生产、储存的剧毒化学品、易制爆危险化学品的数量、流向，并采取必要的安全防范措施，防止剧毒化学品、易制爆危险化学品丢失或者被盗；发现剧毒化学品、易制爆危险化学品丢失或者被盗的，应当立即向当地公安机关报告。生产、储存剧毒化学品、易制爆危险化学品的单位，应当设置治安保卫机构，配备专职治安保卫人员；A正确，第十三条：生产、储存危险化学品的单位，应当对其铺设的危险化学品管道设置明显标志，并对危险化学品管道定期检查、检测。进行可能危及危险化学品管道安全的施工作业，施工单位应当在开工的7日前书面通知管道所属单位，并与管道所属单位共同制定应急预案，采取相应的安全防护措施。管道所属单位应当指派专门人员到现场进行管道安全保护指导；D正确，第二十六条：危险化学品专用仓库应当符合国家标准、行业标准的要求，并设置明显的标志。储存剧毒化学品、易制爆危险化学品的专用仓库，应当按照国家有关规定设置相应的技术防范设施。储存危险化学品的单位应当对其危险化学品专用仓库的安全设施、设备定期进行检测、检验。故选ADE。
多选题,[2020年][河南中安]【改编】煤矿从事生产，必须依法取得相关证照。根据《煤矿安全生产条例》，关于煤矿证照的说法，正确的有（    ）。,A.县级以上地方人民政府负有煤矿安全生产监督管理职责的部门对被责令停产整顿或者关闭的煤矿企业，应当在7个工作日内向社会公告|B.煤矿从事生产必须依法取得安全生产许可证|C.未取得安全生产许可证等擅自进行煤矿生产的，应当责令限期整改|D.未依法取得安全生产许可证等擅自进行生产的，应当提请县级以上地方人民政府予以关闭 E 乡镇人民政府在所辖区域内发现未依法取得安全生产许可证等擅自进行煤矿生产的，应当采取有效措施制止，并向县级人民政府相关主管部门报告,BD,本题主要考查的是煤矿证照相关规定。做题思路：属于首次考查，关于证照的相关内容需要重点了解。A错误，错在“7个工作日内”。第四十九条：县级以上地方人民政府负有煤矿安全生产监督管理职责的部门对被责令停产整顿或者关闭的煤矿企业，应当在5个工作日内向社会公告；对被责令停产整顿的煤矿企业经验收合格恢复生产的，应当自恢复生产之日起5个工作日内向社会公告；B正确，第十七条：煤矿企业进行生产，应当依照《安全生产许可证条例》的规定取得安全生产许可证。未取得安全生产许可证的，不得生产；C错误，错在“责令限期整改”。第六十一条：未依法取得安全生产许可证等擅自进行煤矿生产的，应当责令立即停止生产，没收违法所得和开采出的煤炭以及采掘设备；违法所得在10万元以上的，并处违法所得2倍以上5倍以下的罚款；没有违法所得或者违法所得不足10万元的，并处10万元以上20万元以下的罚款。关闭的煤矿企业擅自恢复生产的，依照前款规定予以处罚；D正确，第七十条：煤矿企业存在下列情形之一的，应当提请县级以上地方人民政府予以关闭：（一）未依法取得安全生产许可证等擅自进行生产的；E正确，第四十条：省、自治区、直辖市人民政府应当按照分级分类监管的原则，明确煤矿企业的安全生产监管主体。县级以上人民政府相关主管部门对未依法取得安全生产许可证等擅自进行煤矿生产的，应当依法查处。乡镇人民政府在所辖区域内发现未依法取得安全生产许可证等擅自进行煤矿生产的，应当采取有效措施制止，并向县级人民政府相关主管部门报告。故选BDE。
多选题,[2020年][河南中安]根据《危险化学品安全管理条例》，关于危险化学品生产、储存安全管理的说法，正确的有（    ）。,A.企业进行生产前，应当取得危险化学品生产许可证|B.施工单位进行可能危及危险化学品管道安全的施工作业应当在开工3日前书面通知管道所属单位|C.剧毒化学品以及储存数量构成重大危险源的其他危险化学品应当在专用仓库内单独存放并实行双人收发、双人保管制度|D.已建的危险化学品生产装置不符合规定，需要转产、停产、搬迁、关闭的由设区的市人民政府应急管理部门决定并组织实施 E 生产、储存危险化学品的企业，应当委托安全技术专家对本企业的安全生产条件每3年进行一次安全评价,AC,本题主要考查的是危化品的生产、储存安全管理，属于高频考点。做题思路：此类题目多考查法条原文中细节内容，故本知识点学习需要记忆准确。A正确，第十四条：危险化学品生产企业进行生产前，应当依照《安全生产许可证条例》的规定，取得危险化学品安全生产许可证。生产列入国家实行生产许可证制度的工业产品目录的危险化学品的企业，应当依照《中华人民共和国工业产品生产许可证管理条例》的规定，取得工业产品生产许可证。负责颁发危险化学品安全生产许可证、工业产品生产许可证的部门，应当将其颁发许可证的情况及时向同级工业和信息化主管部门、环境保护主管部门和公安机关通报；B错误，错在“开工3日前”。第十三条：生产、储存危险化学品的单位，应当对其铺设的危险化学品管道设置明显标志，并对危险化学品管道定期检查、检测。进行可能危及危险化学品管道安全的施工作业，施工单位应当在开工的7日前书面通知管道所属单位，并与管道所属单位共同制定应急预案，采取相应的安全防护措施。管道所属单位应当指派专门人员到现场进行管道安全保护指导；D错误，错在“由设区的市人民政府应急管理部门”。第十九条：已建的危险化学品生产装置或者储存数量构成重大危险源的危险化学品储存设施不符合前款规定的，由所在地设区的市级人民政府安全生产监督管理部门会同有关部门监督其所属单位在规定期限内进行整改；需要转产、停产、搬迁、关闭的，由本级人民政府决定并组织实施；E错误，错在“委托安全技术专家”。第二十二条：生产、储存危险化学品的企业，应当委托具备国家规定的资质条件的机构，对本企业的安全生产条件每3年进行一次安全评价，提出安全评价报告。安全评价报告的内容应当包括对安全生产条件存在的问题进行整改的方案；C正确，第二十四条：危险化学品应当储存在专用仓库、专用场地或者专用储存室（以下统称专用仓库）内，并由专人负责管理；剧毒化学品以及储存数量构成重大危险源的其他危险化学品，应当在专用仓库内单独存放，并实行双人收发、双人保管制度。故选AC。
多选题,[2020年][河南中安]重大危险源具有较大危险性，一旦发生事故后果非常严重，根据《安全生产法》《危险化学品重大危险源监督管理暂行规定》，关于生产经营单位重大危险源安全管理的说法，正确的是（    ）。,A.应对一级或二级重大危险源装备紧急停车系统|B.对辨别确认的重大危险源应当及时报送县应急管理部门逐项登记建档|C.对重大危险源现场处置方案，应当每年组织一次事故应急演练并记录在档|D.应当告知有关人员在紧急情况下采取的应急措施 E 应当将本单位重大危险源及有关安全措施报有关地方人民政府审批,AD,本题主要考查的是重大危险源安全管理，属于高频考点。做题思路：重点掌握安全监测监控体系以及相应的重大危险源的安全管理措施。根据《危险化学品重大危险源监督管理暂行规定》，A正确，第十三条：危险化学品单位应当根据构成重大危险源的危险化学品种类、数量、生产、使用工艺（方式）或者相关设备、设施等实际情况，按照下列要求建立健全安全监测监控体系，完善控制措施：（二）重大危险源的化工生产装置装备满足安全生产要求的自动化控制系统；一级或者二级重大危险源，装备紧急停车系统；B错误，错在“报送县应急管理部门逐项登记建档”。第二十二条：危险化学品单位应当对辨识确认的重大危险源及时、逐项进行登记建档。重大危险源档案应当包括下列文件、资料：（一）辨识、分级记录；（二）重大危险源基本特征表；（三）涉及的所有化学品安全技术说明书；（四）区域位置图、平面布置图、工艺流程图和主要设备一览表；（五）重大危险源安全管理规章制度及安全操作规程；（六）安全监测监控系统、措施说明、检测、检验结果；（七）重大危险源事故应急预案、评审意见、演练计划和评估报告；（八）安全评估报告或者安全评价报告；（九）重大危险源关键装置、重点部位的责任人、责任机构名称；（十）重大危险源场所安全警示标志的设置情况；（十一）其他文件、资料；C错误，错在“每年”。第二十一条：危险化学品单位应当制定重大危险源事故应急预案演练计划，并按照下列要求进行事故应急预案演练：（一）对重大危险源专项应急预案，每年至少进行一次；（二）对重大危险源现场处置方案，每半年至少进行一次。应急预案演练结束后，危险化学品单位应当对应急预案演练效果进行评估，撰写应急预案演练评估报告，分析存在的问题，对应急预案提出修订意见，并及时修订完善；E错误，错在“报有关地方人民政府审批”。第二十三条：危险化学品单位在完成重大危险源安全评估报告或者安全评价报告后15日内，应当填写重大危险源备案申请表，连同本规定第二十二条规定的重大危险源档案材料（其中第二款第五项规定的文件资料只需提供清单），报送所在地县级人民政府安全生产监督管理部门备案；D正确，根据《安全生产法》，第四十条：生产经营单位对重大危险源应当登记建档，进行定期检测、评估、监控，并制定应急预案，告知从业人员和相关人员在紧急情况下应当采取的应急措施。生产经营单位应当按照国家有关规定将本单位重大危险源及有关安全措施、应急措施报有关地方人民政府应急管理部门和有关部门备案。有关地方人民政府应急管理部门和有关部门应当通过相关信息系统实现信息共享。故选AD。
多选题,[2020年][河南中安]矿山开采危险性较大，安全设施是矿山开采的重要组成部分，根据《矿山安全法》，关于矿山建设工程设计、施工和验收的说法，正确的有（    ）。,A.矿山建设工程的安全设施，必须和主体工程同时设计、同时施工、同时投入生产和使用|B.矿山建设工程的设计文件，必须符合矿山安全规程和行业技术规范|C.每个矿井必须有两个以上的出口，出口之间的距离必须符合矿山安全规程和行业技术规范|D.矿山建设工程安全设施竣工后，由施工单位负责组织对安全设施进行验收 E 矿山必须有与外界相通的，符合安全要求的运输和通讯设施,AB,本题主要考查的是矿山建设工程设计、施工和验收，属于高频考点。A正确，第七条：矿山建设工程的安全设施必须和主体工程同时设计、同时施工、同时投入生产和使用；B正确，第八条：矿山建设工程的设计文件，必须符合矿山安全规程和行业技术规范，并按照国家规定经管理矿山企业的主管部门批准；不符合矿山安全规程和行业技术规范的，不得批准；C错误，错在没有说明是“直线水平距离”。第十条：每个矿井必须有两个以上能行人的安全出口，出口之间的直线水平距离必须符合矿山安全规程和行业技术规范；D错误，错在“施工单位负责”。第十二条：矿山建设工程必须按照管理矿山企业的主管部门批准的设计文件施工。矿山建设工程安全设施竣工后，由管理矿山企业的主管部门验收，并须有劳动行政主管部门参加；不符合矿山安全规程和行业技术规范的，不得验收，不得投入生产；E正确，第十一条：矿山必须有与外界相通的、符合安全要求的运输和通讯设施。故选ABE。
单选题,[2020年][河南中安]有关单位建立专职消防队，应当符合国家有关规定，并报当地消防救援机构验收。根据《消防法》，下列单位中，必须建立专职消防队的有（    ）。,A.大中型危化品仓储企业|B.大型玻璃制造厂|C.大型钢材仓库|D.小型民用飞机场 E 大型核能发电厂,D,本题主要考查的是建立专职消防队单位，属于高频考点。做题思路：特别注意①核设施、发电厂是大型。②民用机场不需要区分是大型还是小型。ABC错误，A错在“中型”，B错在“玻璃是不燃的”，C错在“钢材是不燃的”。根据《消防法》，第三十九条：下列单位应当建立单位专职消防队，承担本单位的火灾扑救工作：（一）大型核设施单位、大型发电厂、民用机场、主要港口；（二）生产、储存易燃易爆危险品的大型企业；（三）储备可燃的重要物资的大型仓库、基地；（四）第一项、第二项、第三项规定以外的火灾危险性较大、距离国家综合性消防救援队较远的其他大型企业；（五）距离国家综合性消防救援队较远、被列为全国重点文物保护单位的古建筑群的管理单位。故选DE。
多选题,[2020年][河南中安]应急管理部门在对某机械铸造企业进行安全生产监督检查时，发现熔炼炉存在重大事故隐患。根据《安全生产法》，《安全生产事故隐患排查治理暂行规定》关于该部门处理该重大事故隐患的说法，正确的有（    ）。,A.必要时做出关闭该企业的决定|B.应当下达整改指令书并建立信息管理台账|C.有权做出该企业停止使用熔炼炉的决定|D.经负责人批准可以对该企业做出停电的决定 E 应当采用书面的方式通知相关部门对该企业停电,BC,本题主要考查的是事故隐患监督检查，属于高频考点。做题思路：本题的题型属于综合性题型，在于法和法的混合考查。本类题型需要对法条的灵活应用。B正确，A错误，错在“做出关闭该企业的决定”。根据《安全生产事故隐患排查治理暂行规定》，第二十条：安全监管监察部门应当建立事故隐患排查治理监督检查制度，定期组织对生产经营单位事故隐患排查治理情况开展监督检查；应当加强对重点单位的事故隐患排查治理情况的监督检查。对检查过程中发现的重大事故隐患，应当下达整改指令书，并建立信息管理台账。必要时，报告同级人民政府并对重大事故隐患实行挂牌督办。通常人民政府才可以关闭企业，应急管理部无权关闭煤矿；C正确，DE错误，错在“题干只提到发现重大隐患，并没有说明企业拒不执行”，且D错误，错在“经负责人批准”。第六十七条：负有安全生产监督管理职责的部门依法对存在重大事故隐患的生产经营单位作出停产停业、停止施工、停止使用相关设施或者设备的决定，生产经营单位应当依法执行，及时消除事故隐患。生产经营单位拒不执行，有发生生产安全事故的现实危险的，在保证安全的前提下，经本部门主要负责人批准，负有安全生产监督管理职责的部门可以采取通知有关单位停止供电、停止供应民用爆炸物品等措施，强制生产经营单位履行决定。通知应当采用书面形式，有关单位应当予以配合。题干只提到发现重大隐患，并没有说明企业拒不执行，而DE的前提是企业拒不执行停产整改后才采取的措施，故DE不选。故选BC。
多选题,[2020年][河南中安]发生事故后，生产经营单位应当实施应急救援。根据《生产安全事故应急条例》，生产经营单位采取的应急救援措施，正确的有（    ）。,A.及时通知可能受到事故影响的单位和人员|B.事故发生后立即组织现场人员撤离|C.维护事故现场秩序，等待救援|D.采取必要措施，防止事故危险扩大和次生、衍生灾害发生 E 立即征用相邻单位的物资进行救援，控制事故危害扩大,AD,本题主要考查的是生产经营单位的应急救援措施，属于高频考点。做题思路：重点区分生产经营单位的应急救援措施和政府的应急救援措施。本类题型需要对法条的记忆准确。B错误，错在“立即撤离”；C错误，错在“等待救援”。根据事故危害程度，组织现场人员撤离或者采取可能的应急措施后撤离；E错误，错在“征用”。根据需要请求邻近的应急救援队伍参加救援，并向参加救援的应急救援队伍提供相关技术资料、信息和处置方法。根据《生产安全事故应急条例》，第十七条：发生生产安全事故后，生产经营单位应当立即启动生产安全事故应急救援预案，采取下列一项或者多项应急救援措施，并按照国家有关规定报告事故情况：（一）迅速控制危险源，组织抢救遇险人员；（二）根据事故危害程度，组织现场人员撤离或者采取可能的应急措施后撤离；（三）及时通知可能受到事故影响的单位和人员；（四）采取必要措施，防止事故危害扩大和次生、衍生灾害发生；（五）根据需要请求邻近的应急救援队伍参加救援，并向参加救援的应急救援队伍提供相关技术资料、信息和处置方法；（六）维护事故现场秩序，保护事故现场和相关证据；（七）法律、法规规定的其他应急救援措施。故选AD。
单选题,[2020年][河南中安]甲煤矿在A区进行开采活动，乙采石场在B区进行采石活动，,A.B两区相邻，甲煤矿的开采活动可能危及乙采石场安全生产。根据《安全生产法》，关于甲、乙安全管理的说法，正确的有（ ）。|A.甲、乙可以不签订协议，但必须明确各自的安全生产管理职责|B.甲、乙可以通过口头约定，明确各自的管理范围|C.甲、乙协商由甲设立安全生产管理机构，同时负责甲、乙的安全管理|D.甲、乙应当签订安全生产管理协议 E 甲、乙应当协商指定专职安全生产管理人员进行安全检查与协调,D,本题主要考查的是相关方管理，属于高频考点。做题思路：先理解掌握相关方的职责，和“应签订”与“可以签订”的区别，后进行区分。A错误，错在“不签订协议”。甲乙应当签订安全管理协议，明确各自的安全生产管理职责；B错误，错在“口头约定”。甲乙应当签订安全管理协议，明确各自的安全生产管理职责；C错误，错在“设立安全生产管理机构”。指定专职安全生产管理人员进行安全检查与协调。根据《安全生产法》，第四十八条：两个以上生产经营单位在同一作业区域内进行生产经营活动，可能危及对方生产安全的，应当签订安全生产管理协议，明确各自的安全生产管理职责和应当采取的安全措施，并指定专职安全生产管理人员进行安全检查与协调。故选DE。
